question stem,option A,option B,option C,option D,option A feedback,option B feedback,option C feedback,option D feedback,correct answer,data content ID,question nickname
Which of the following expressions is equivalent to \((x-2)^2\)?,\(x^2-4\),\(x^2+4\),\(x^2-4x+4\),\(x^2+4x+4\),Incorrect. Let's try again a different way: This is the square of the first and last term. Remember \((x-2)^2=(x-2)(x-2)\). Distribute to multiply the binomials. The answer is \(x^2-4x+4\).,Incorrect. Let's try again a different way: This is the square of the first and last term. Remember \((x-2)^2=(x-2)(x-2)\). Distribute to multiply the binomials. The answer is \(x^2-4x+4\).,That's correct! Check yourself: Multiply \((x-2)(x-2)\) and distribute. The answer becomes \(x^2-2x-2x+4\). Combining like terms gives \(x^2-4x+4\).,Incorrect. Let's try again a different way: Watch the signs when multiplying. \((x-2)(x-2)\) equals \(x^2-2x-2x+4\). The answer is \(x^2-4x+4\).,C,3795a77b-6602-476f-8926-0e5d8d175645,Alg1_7_9_2_SC
Which of the following expressions is a quadratic expression written in standard form?,\(x-4\),\(x^2-9x+20\),\(x(x-5)\),\(7(x-6)^2+1\),Incorrect. Let's try again a different way: This expression does not have an \(x^2\) term. The answer is \(x^2-9x+20\).,That's correct! Check yourself: This expression leads with an \(x^2\) term and is in standard form.,Incorrect. Let's try again a different way: This is in factored form. The answer is \(x^2-9x+20\).,Incorrect. Let's try again a different way: This is not in the form \(ax^2+bx+c\). The answer is \(x^2-9x+20\).,B,c1ba8cec-e6be-42e6-a2da-a468741e1769,Alg1_7_9_3_SC
The quadratic function \(y=-(x-2)(x+3)\) is graphed below.What are all of the \(x\)-intercepts?,\(x = - 3\),"\(x = 2, x = 6\)","\(x = - 3\), \(x = 2\)",\(x =6\),"Incorrect. Let's try again a different way: This is one \(x\)-intercept, but there are two. The answer is \(x = - 3\), \(x = 2\).","Incorrect. Let's try again a different way: This is one \(x\)-intercept \((x=2)\) and 6 is the value of the \(y\)-intercept. The answer is \(x= - 3\), \(x=2\).",That's correct! Check yourself: The graph crosses the \(x\)-axis at these two values.,"Incorrect. Let's try again a different way: 6 is the value of the \(y\)-intercept. The answer is \(x = - 3\), \(x = 2\).",C,94f337f6-c20a-485f-8037-c0d8588da2cb,Alg1_7_10_2_SC
What are the \(x\)-values of the \(x\)-intercept(s) of\(y=(x-9)(x+2)\)?,"\(x = 2, x = - 9\)","\(x = - 2, x = 9\)","\(x = - 2, x = - 9\)","\(x = 9, x=2\)","Incorrect. Let's try again a different way: What value for \(x\) makes the factors zero? The \(x\)-intercepts are the opposite sign of the numbers in the parenthesis. The answer is \(x = - 2, x = 9\).",That's correct! Check yourself: There is a -9 in \((x+9)\) so the \(x\)-intercept is 9. There is a 2 in \((x+2)\) so the \(x\)-intercept is - 2.,"Incorrect. Let's try again a different way: Check your answers by substituting the values into the factors to see if they equal zero. While \(x = - 2\) is a \(x\)-intercept, \(x = - 9\) is not. The answer is \(x = - 2, x = 9\).","Incorrect. Let's try again a different way: 9 is one of the intercepts. However,the \(x\)-intercepts are the opposite sign of the numbers in the parenthesis. The answer is \(x = - 2, x = 9\)",B,16ab7c2d-03cf-4b24-bfb3-e224f2c63c81,Alg1_7_10_3_SC
The table for function \(f\) is below. What is the vertex of the graph of \(f\)?\(x\)-3-2-1012\(f(x)\)0-1-3-102,"\((-3, 0)\)","\((0,-1)\)","\((-1, -3)\)","\((1, 0)\)","Incorrect. Let's try again a different way: This is an \(x\)-intercept. The answer is \((-1, -3)\).","Incorrect. Let's try again a different way: This is the \(y\)-intercept. The answer is \((-1, -3)\).","That's correct! Check yourself: The graph mirrors itself with the points \((-2, -1)\) and \((0,-1)\), so it appears that \((-1, -3)\) is the vertex of the parabola.","Incorrect. Let's try again a different way: This is an \(x\)-intercept. The answer is \((-1, -3)\).",C,6adfb5ae-59cf-45cb-8049-0c0d7e36cf3e,Alg1_7_11_2_SC
Find the coordinate of the vertex of \(f(x) = (x - 2)(x - 4)\).,"\((2, 0)\)","\((3, -1)\)","\((4, 0)\)","\((0, 8)\)","Incorrect. Let's try again a different way: This is a zero. The answer is \((3, -1)\).",That's correct! Check yourself: The vertex is located halfway between the zeros of \(x = 2\) and \(x = 4\). Substitute \(x = 3\) into the function and the result is \(y = -1\).,"Incorrect. Let's try again a different way: This is a zero. The answer is \((3, -1)\).","Incorrect. Let's try again a different way: This is the \(y\)-intercept. The answer is \((3, -1)\).",B,cceee1c2-5782-4314-8812-d18a4f97baf0,Alg1_7_11_3_SC
What is the equation of the axis of symmetry for \(f(x)=(x+1)(x-3)\)?,\(x=1\),\(x=-1\),\(x=3\),\(x=-4\),That's correct! Check yourself: The axis of symmetry is the same as the \(x\)-coordinate of the vertex. The \(x\)-intercepts are at \(x = -1\) and \(x=3\) so the vertex is halfway between at \(x = 1\). This is also the equation of the axis of symmetry.,Incorrect. Let's try again a different way: This is one of the \(x\)-intercepts. The answer is \(x=1\).,Incorrect. Let's try again a different way: This is one of the \(x\)-intercepts. The answer is \(x=1\).,Incorrect. Let's try again a different way: This is the y-coordinate of the vertex. The answer is \(x=1\).,A,0e33c368-6c2b-453c-9d2a-38b81fd59864,Alg1_7_11_4_SC
How is the graph of \(f(x)=(x-4)^2\) transformed from the graph of \(f(x)=x^2\)?,Up 4,Down 4,Right 4,Left 4,Incorrect. Let's try again a different way: This would be \(x^2+4\). Subtracting a constant from \(x\) moves the graph of \(y = x^2\) that many places right. The answer is right 4.,Incorrect. Let's try again a different way: This would be \(x^2-4\). Subtracting a constant from \(x\) moves the graph of \(y = x^2\) that many places right. The answer is right 4.,"That's correct! Check yourself: When a constant is being subtracted from the \(x\) in the parent function, \(f(x)=x^2\), the graph moves horizontally to the right.",Incorrect. Let's try again a different way: This would be \((x+4)^2\). Subtracting a constant from \(x\) moves the graph of \(y = x^2\) that many places right. The answer is right 4.,C,7211d405-b902-4a71-a09c-1766b9ac455d,Alg1_7_12_2_SC
Which curve is narrower than \(f(x)=x^2\)?,\(f(x)=x^2+3\),\(f(x)=3x^2\),\(f(x)=\frac{1}{3}x^2\),\(f(x)=(x+3)^2\),Incorrect. Let's try again a different way: This will move the graph of f(x)=x2 up 3 (a vertical shift). The answer is \(f(x)=3x^2\).,"That's correct! Check yourself: Since the coefficient of \(f(x)=x^2\) is 3 and \(3>1\), this will make the graph narrower or skinnier than the parent graph \(f(x)=x^2\) (a vertical stretch).",Incorrect. Let's try again a different way: This will make the graph of \(f(x)=x^2\) wider (a vertical compression). The answer is \(f(x)=3x^2\).,Incorrect. Let's try again a different way: This will move the graph of \(f(x)=x^2\) to the left 3 (a horizontal shift). The answer is \(f(x)=3x^2\).,B,c3490a8f-6fc4-469b-ab26-e7fbba78fc01,Alg1_7_12_3_SC
Examine the graph below.Which function matches the graph?,\(f(x) = (x - 2)(x + 1)\),\(f(x) = (x + 2)(x - 1)\),\(f(x) = (x + 2)(x + 1)\),\(f(x) = (x - 2)(x - 1)\),Incorrect. Let's try again a different way: The zeros for this function are 2 and -1. The \(x\)-values that make the factors 0 are the zeros on the graph. The answer is \(f(x) = (x - 2)(x + 1)\).,That's correct! Check yourself: The values \(x=-2\) and \(x=1\) will make each function equal 0. They are also zeros on the graph.,Incorrect. Let's try again a different way: The zeros for this function are -2 and -1. The \(x\)-values that make the factors 0 are the zeros on the graph. The answer is \(f(x) = (x - 2)(x + 1)\).,Incorrect. Let's try again a different way: The zeros for this function are 2 and 1. The \(x\)-values that make the factors 0 are the zeros on the graph. The answer is \(f(x) = (x - 2)(x + 1)\).,B,c9a97b3e-1ee9-49a7-bf7e-8cdb9491aa24,Alg1_7_12_4_SC
Find the \(x\)-coordinates of all of the \(x\)-intercepts of the function \(f(x)=x^2-5x\).,\(x = 5\),"\(x = 0\), \(x = 5\)",\(x = 0\),"\(x = 0\), \(x = -5\)","Incorrect. Let's try again a different way: This is one of the \(x\)-intercepts, but there are two. Factor the expression, set each factor equal to zero, and solve. The answer is \(x = 0\), \(x = 5\).","That's correct! Check yourself: In factored form, \(f(x)=x^2-5x=x(x-5)\). The factors equal 0 at these values.","Incorrect. Let's try again a different way: This is one of the \(x\)-intercepts, but there are two. Factor the expression, set each factor equal to zero, and solve. The answer is \(x = 0\), \(x = 5\).","Incorrect. Let's try again a different way: While \(x = 0\) is an \(x\)-intercept, \(x = -5\) is not. Factor \(f(x)=x^2-5x\). Watch the signs when setting each factor equal to zero and solving. The answer is \(x = 0\), \(x = 5\).",B,ab4201ee-6188-45a8-b7f2-8c8215b25f57,Alg1_7_13_2_SC
Which equation describes the graph below?,\(f(x) = (x + 3)(x - 4)\),\(f(x) = (x - 3)(x + 4)\),\(f(x) = x + 12\),\(f(x) = x(x + 3)\),Incorrect. Let's try again a different way: The signs of the constants in the factors should be opposite signs as the \(x\)-intercepts. The answer is \(f(x) = (x - 3)(x + 4)\).,That's correct! Check yourself: The \(x\)-intercepts are at 3 and -4 so the factors are \((x - 3)\) and \((x + 4)\).,"Incorrect. Let's try again a different way: Factored form is based on the \(x\)-intercepts, not the vertex. The answer is \(f(x) = (x - 3)(x + 4)\).",Incorrect. Let's try again a different way: The \(x\)-intercepts of this function are 0 and -3. \(x=0\) is not an \(x\)-intercept. Watch the signs when writing the factors from the intercepts. The answer is \(f(x) = (x - 3)(x + 4)\).,B,cc5174a0-65f9-42dc-b446-d512a3e435d2,Alg1_7_13_3_SC
"The function that gives the height, \(h\), in feet of a cannonball \(t\) seconds after the ball leaves the cannon is graphed below.What is the point \((10, 1,600)\) and what does it mean in this situation?","\(Y\)-intercept, the highest height the cannonball reaches","Maximum height, the height the cannonball was launched","Maximum height, the highest height the cannonball reaches","\(Y\)-intercept, the height the cannonball was launched","Incorrect. Let's try again a different way: The \(y\)-intercept occurs when \(x=0\) and represents the height the cannonball is launched from. The answer is maximum height, the highest height the cannonball reaches.","Incorrect. Let's try again a different way: The cannonball travels higher than where it is launched. The answer is maximum height, the highest height the cannonball reaches.","That's correct! Check yourself: The point is at the peak of the graph, or the maximum height. It tells how high the cannonball goes before coming back down.","Incorrect. Let's try again a different way: The \(y\)-intercept occurs when \(x=0\). You are describing the point where \(x=10\) and \(y\) is at the peak of the graph. The answer is maximum height, the highest height the cannonball reaches.",C,ecb63f14-ef0e-49d3-99e3-5304755747d0,Alg1_7_14_2_SC
"The functions describing the time that baseballs stayed in the air, in seconds, that four baseball players hit are below.\(f(t)=(-16t-1)(t-5)\)\(g(t)=(-16t-1)(t-10)\)\(h(t)=(t-7)(-16t-1)\)\(p(t)=(-8t-1)(2t-5)\)Which function represents the ball that stayed in the air the longest?",\(f(t)=(-16t-1)(t-5)\),\(g(t)=(-16t-1)(t-10)\),\(h(t)=(t-7)(-16t-1)\),\(p(t)=(-8t-1)(2t-5)\),Incorrect. Let's try again a different way: This ball traveled 5 seconds. There are other choices that stayed in the air longer. The answer is \(g(t)=(-16t-1)(t-10)\).,"That's correct! Check yourself: Since \(t-10=0\) at \(t=10\), the ball travels 10 seconds. This is the farthest ball.",Incorrect. Let's try again a different way: This ball traveled 7 seconds. There is another choice that stayed in the air longer. The answer is \(g(t)=(-16t-1)(t-10)\).,Incorrect. Let's try again a different way: The zero is at \(x=52\) seconds. There are other choices that stayed in the air longer. The answer is \(g(t)=(-16t-1)(t-10)\).,B,2aceea50-73af-4ba7-926c-1b2b6c603188,Alg1_7_14_3_SC
Which equation is equivalent to \(y=(x-3)^2-9\)?,\(y=x^2-18\),\(y=x^2-3x-9\),\(y=x^2-6x\),\(y=x^2+6x-9\),Incorrect. Let's try again a different way: Remember to expand the binomial by multiplying \((x - 3)(x - 3)\). The answer is \(y=x^2-6x\).,Incorrect. Let's try again a different way: Remember to expand the binomial by multiplying \((x - 3)(x - 3)\). The answer is \(y=x^2-6x\).,That's correct! Check yourself: Multiply \((x - 3)(x - 3)\) then subtract 9.,Incorrect. Let's try again a different way: Remember to expand the binomial by multiplying by multiplying \((x - 3)(x - 3)\). Watch the signs. For the middle terms \(-3x + -3x = -6x\). The answer is \(y=x^2-6x\).,C,4f086496-6476-48d3-b7c4-70ef665e95b9,Alg1_7_15_2_SC
Find the vertex for \(y=3(x-2)^2-5\).,"\((3, -5)\)","\((2, -5)\)","\((-2, -5)\)","\((2, 5)\)","Incorrect. Let's try again a different way: The 3 does not cause the parabola's vertex to shift. The correct answer is ((2, -5)\).","That's correct! Check yourself: The parabola's vertex shifts right 2 and down 5 so the vertex is at \((2, -5)\).","Incorrect. Let's try again a different way: Watch the signs. The parabola's vertex shifts right 2 and down 5. The correct answer is \((2, -5)\).","Incorrect. Let's try again a different way: Watch the signs. How does subtracting 5 affect the graph? The vertex shifts down 5. The answer is \((2, -5)\).",B,6c2cdaca-dbc5-4f53-baa5-97f0d1dee700,Alg1_7_15_3_SC
"The equation of a quadratic function is \(y=(x-1)^2+5\) and the point \((3,9)\) also lies on the parabola. What is another point that lies on the parabola?","\((-5, 9)\)","\((3, 1)\)","\((-1,9)\)","\((-1, 5)\)","Incorrect. Let's try again a different way: The vertex is at \((1,5)\). Use this to find a point symmetric to \((3,9)\) on the parabola. The \(x\)-coordinate will be 2 units to the left of 1. The answer is \((-1,9)\).","Incorrect. Let's try again a different way: The vertex is at \((1,5)\). Use this to find a point symmetric to \((3,9)\) on the parabola. The \(x\)-coordinate will be 2 units to the left of 1. The answer is \((-1,9)\).","That's correct! Check yourself: Because parabolas are symmetric and \((3, 9)\) is two units to the right of \(x=1\), there must be another point on the parabola two units to the left of \(x=1\) with the same \(y\)-coordinate as \((3, 9)\). That point is \((-1, 9)\).","Incorrect. Let's try again a different way: The \(x\) -coordinate is correct. To find the \(y\)-value, substitute -1 into the equation. The point will be symmetric to \((3,9)\) on the parabola. The answer is \((-1,9)\).",C,0086d136-8f08-4223-b4e5-69fef979668e,Alg1_7_16_2_SC
Which of the following equations matches the graph below?,\(y=(x-3)^2+2\),\(y=-(x-3)^2+2\),\(y=-(x+3)^2+2\),\(y=(x+3)^2+2\),Incorrect. Let's try again a different way: The parabola opens down. The answer is \(y=-(x-3)^2+2\).,"That's correct! Check yourself: The parabola opens down, so the value of \(a\) should be negative. The vertex is at \((3,2)\) so this is the correct vertex form for the graph.","Incorrect. Let's try again a different way: This quadratic has a vertex at \((-3, 2)\) but the graph has a vertex at \((3, 2)\). The answer is \(y=-(x-3)^2+2\).","Incorrect. Let's try again a different way: This quadratic has a vertex at \((-3, 2)\) but the graph has a vertex at \((3, 2)\) and opens down. The answer is \(y=-(x-3)^2+2\).",B,20bbc9aa-905b-4046-b7aa-8123adbeb6af,Alg1_7_16_3_SC
What transformations and shifts need to be made to change \(y=x^2\) to \(y=-(x+5)^2-10\)?,Right 5 and down 10,Left 5 and down 10,"Reflect over the \(x\)-axis, left 5, and down 10","Reflect over the \(x\)-axis, left 5, and up 10","Incorrect. Let's try again a different way: To move the graph to the right, 5 would have to be added to \(x\). Also, notice the coefficient of the squared term is negative. The answer is it reflects over the \(x\)-axis, moves left 5, and down 10.","Incorrect. Let's try again a different way: The equation leads with a negative. The answer is it reflects over the \(x\)-axis, moves left 5, and down 10.","That's correct! Check yourself: The negative in the front causes the parabola to reflect over the \(x\)-axis. The vertex will be at \((-5, -10)\) so the graph of \(y=x^2\) shifts left 5 and down 10.","Incorrect. Let's try again a different way: The constant term is negative, so the graph shifts down. The answer is it reflects over the \(x\)-axis, moves left 5, and down 10.",C,50ea3f09-1fd8-4972-9f13-16b852060976,Alg1_7_17_2_SC
"Cash kicked a football off a tee. The path of the football is shown below and represented by the function \(f(x)=-0 .02(x-h)^2+k\), where \(x\) represents the horizontal distance and \(f(x)\) represents the height.Find the vertex and its meaning.","\((0,1)\), the ball was kicked from a height of 1 foot.","\((14,5)\), the football hit its highest height of 5 feet after traveling 14 feet.","\((14,5)\) the football hit its highest height of 14 feet after traveling 5 feet.","\((30, 0)\), the football travels 30 feet before hitting the ground.","Incorrect. Let's try again a different way: This is the starting height. You want the vertex, which represents the maximum height. The answer is \((14,5)\), the football hit its highest height of 5 feet after traveling 14 feet.",That's correct! Check yourself: The \(x\)-coordinate is the horizontal distance and the \(y\)-coordinate is the height.,"Incorrect. Let's try again a different way: The \(y\)-value is the height. The answer is \((14,5)\), the football hit its highest height of 5 feet after traveling 14 feet.","Incorrect. Let's try again a different way: This is how far it traveled before landing. You are looking for the vertex to find the maximum height. The answer is \((14,5)\), the football hit its highest height of 5 feet after traveling 14 feet.",B,a5ed23fe-bb06-47c9-8068-eeae4540c2d1,Alg1_7_17_3_SC
"Suppose you want to frame a picture that measures 8 inches by 3 inches. The frame is created from 12 square inches of framing material. The frame must be uniform in width, and all of the framing material must be used. Which statement is true?",The frame will measure exactly 8 inches by 3 inches.,The total area of the framed picture will be 24 square inches.,The perimeter of the framed picture will be 22 inches.,The total area of the framed picture will be 36 square inches.,Incorrect. Let's try again a different way: The frame cannot have the same dimensions as the picture. Its dimensions will be longer to include the width of the frame.The true statement is that the total area of the framed picture will be 36 square inches: 24 square inches for the picture and 12 square inches for the frame. \(24 + 12 = 36\) square inches.,"Incorrect. Let's try again a different way: The area of the picture by itself is \(8 \cdot 3\), or 24 square inches. The area of the framing material is 12 square inches. To find the total area, these values must be added together. The answer is the total area of the framed picture will be \(24 + 12\), or 36 square inches.","Incorrect. Let's try again a different way: The perimeter of the picture by itself is \(8 + 8 + 3 + 3\), or 22 inches. The framed picture will have a larger perimeter than 22 inches.The true statement is that the total area of the framed picture will be 36 square inches: 24 square inches for the picture and 12 square inches for the frame. \(24 + 12 = 36\) square inches.","That's correct! Check yourself: The area of the picture is \(8 \cdot 3\), or 24 square inches. The area of the frame material is 12 square inches. So, the total area of the framed picture will be \(24 + 12\), or 36 square inches.",D,f4d1286e-520f-49d8-ab6d-442a1d19e63c,Alg1_8_1_2_SC
"Suppose a different picture is 5 inches by 5 inches. The frame is created from 11 square inches of framing material. The frame will be uniform in width, and all of the framing material is used. Which equation would you need to solve to determine the value of \(x\), the width of the frame?",\(4x^2 + 20x + 25 = 36\),\(x^2 + 10x + 25 = 36\),\(x^2 + 25 = 11\),\(4x^2 + 20x = 36\),"That's correct! Check yourself: The length of one side of the frame is \(2x + 5\). The area of the framed picture is \((2x + 5)(2x + 5)\). Set this equal to the total area, \(25 + 11\), or 36 square inches. So, the equation to represent the total area is \((2x + 5)(2x + 5) = 36\), or \(4x^2 + 20x + 25 = 36\).","Incorrect. Let's try again a different way: The length of one side of the frame is \(2x + 5\). So the area of the framed picture is \((2x + 5)(2x + 5)\). Remember to add the products of the inner terms and outer terms when multiplying the binomials. Set this equal to the total area, \(25 + 11\), or 36 square inches. The answer, or the equation to represent the total area, is \((2x + 5)(2x + 5) = 36\), or \(4x^2 + 20x + 25 = 36\).","Incorrect. Let's try again a different way: This represents only part of the frame. The length of one side of the frame is \(2x + 5\). So the area of the framed picture is \((2x + 5)(2x + 5)\). Set this equal to the total area, \(25 + 11\), or 36 square inches. The answer, or the equation to represent the total area, is \((2x + 5)(2x + 5) = 36\), or \(4x^2 + 20x + 25 = 36\).","Incorrect. Let's try again a different way: The length of one side of the frame is \(2x + 5\). So the area of the framed picture is \((2x + 5)(2x + 5)\). Set this equal to the total area, \(25 + 11\), or 36 square inches. Remember to add the products of the last terms of each binomial when multiplying the two binomials. The answer, or the equation to represent the total area, is \((2x + 5)(2x + 5) = 36\), or \(4x^2 + 20x + 25 = 36\).",A,83aa47aa-dd96-4f3b-bf99-32c4772418ab,Alg1_8_1_3_SC
"After a flashlight is turned on, it gets brighter as it warms up, and then it grows dimmer as the battery dies. The equation modeling the brightness it emits, in lumens, \(h\) hours after being turned on is shown here.\(f(h) = -8h^2 + 30h + 50\)Which equation would you solve to determine when the flashlight dies and stops emitting lumens?",\(-8h^2 + 30h - 50 = 0\),\(8h^2 + 30h + 50 = 0\),\(-8h^2 + 30h = 50\),\(-8h^2 + 30h + 50 = 0\),Incorrect. Let's try again a different way: This equation does not represent when the flashlight dies. The sign on 50 should not have been reversed. The answer is \(-8h^2 + 30h + 50 = 0\).,Incorrect. Let's try again a different way: This equation does not represent when the flashlight dies. The sign on \(8h^2\) should not have been reversed. The answer is \(-8h^2 + 30h + 50 = 0\).,Incorrect. Let's try again a different way: This equation does not represent when the flashlight dies. The answer is \(-8h^2 + 30h + 50 = 0\).,"That's correct! Check yourself: By setting the equation equal to 0, we are representing the time when the flashlight is no longer emitting any light (0 lumens).",D,82a2598e-6781-4d57-a3a2-28b34921dea8,Alg1_8_2_2_SC
"The expressions \(s(60 − 12s)\) and \(-12s^2 + 60s\) define the same function. A soap bubble machine can launch many soap bubbles into the air before they begin to pop. The function given models the number of soap bubbles floating in the air in \(s\) seconds.According to the function, how many seconds have passed before all of the bubbles have been made and also popped?",0 seconds,5 seconds,6 seconds,7 seconds,"Incorrect. Let's try again a different way: At 0 seconds, there are no bubbles. However, the bubbles have not been made and popped yet. The answer is 5 seconds.","That's correct! Check yourself: The time passed when all of the bubbles are popped is represented by the equation \(s(60 - 12s) = 0\). Substitute 5 in for \(s\) to check your answer. Since \((5)(60 - 12(5)) = 0\), the answer is correct.",Incorrect. Let's try again a different way: Solve the equation \(s(60 - 12s) = 0\) to find the solution. Do this by setting the factor \(60 - 12s\) equal to 0 and solving to find the nonzero solution. The answer is 5 seconds.,Incorrect. Let's try again a different way: Solve the equation \(s(60 - 12s) = 0\) to find the solution. Do this by setting the factor \(60 - 12s\) equal to 0 and solving to find the nonzero solution. The answer is 5 seconds.,B,d2b85bab-2886-4312-9212-74ff53921bfd,Alg1_8_2_3_SC
Solve for \(p\). Find all solutions.\(3p^2+8 =251\),\(p=9\),\(p=11\) and \(p=-11\),\(p=11\),\(p=9\) and \(p=-9\),"Incorrect. Let's try again a different way: Subtract 8 from both sides. Divide both sides by 3. This leaves \(p^2=81\). When you take the square root of 81, there is more than one solution. The answer is \(p=9\) and \(p=-9\).","Incorrect. Let's try again a different way: First, subtract 8 from both sides of the equation. Then divide both sides by 3. Take the square root of 81. The answer is \(p=9\) and \(p=-9\).","Incorrect. Let's try again a different way: First, subtract 8 from both sides of the equation. Then divide both sides by 3. Take the square root of 81. The answer is \(p=9\) and \(p=-9\).","That's correct! Check yourself: Insert each value into the original equation. \(3(9)^2+8=251\) is true, and \(3(-9)^2+8=251\) is true.",D,725a1260-880b-4439-ac4d-0f3f3a23f4c1,Alg1_8_3_2_SC
Solve the following quadratic equation.\((x+3)^2−16=48\),\(x=11\) and \(x=-5\),\(x=-11\) and \(x=5\),\(x=-8\) and \(x=8\),\(x=5\),"Incorrect. Let's try again a different way: The final step is subtracting 3 from -8 and 8, not adding. The answer is \(x=-11\) and \(x=5\).","That's correct! Check yourself: Insert each value into the original equation. \(((-11)+3)^2-16=48\) is true, and \(((5)+3)^2-16=48\) is true.",Incorrect. Let's try again a different way: You forgot the final step of subtracting 3 from -8 and 8. The answer is \(x=-11\) and \(x=5\).,"Incorrect. Let's try again a different way: When you take the square root of 64, remember that there are two possible answers, -8 and 8. Then subtract 3 from each answer. The answer is \(x=-11\) and \(x=5\).",B,fba01b8c-9e18-4ad6-8d00-d6686942390f,Alg1_8_3_3_SC
Solve the equation.\((x+4)(8x−16)=0\),\(x=4\) and \(x=-4\),\(x=4\) and \(x=-2\),\(x=2\) and \(x=-2\),\(x=2\) and \(x=-4\),"Incorrect. Let's try again a different way: Find the values that make each of the factors equal to 0. While \(x=-4\) is correct, check your solution when solving the factor \((8x-16)=0\). The answer is \(x=2\) and \(x=-4\).",Incorrect. Let's try again a different way: The signs on these answers are opposite of the correct responses. Find the values that make each of the factors equal to 0. The answer is \(x=2\) and \(x=-4\).,"Incorrect. Let's try again a different way: Find the values that make each of the factors equal to 0. While \(x=2\) is correct, the other value is not. Check your solution when solving the factor \((x+4)=0\). The answer is \(x=2\) and \(x=-4\).","That's correct! Check yourself: Substitute each value into the equation and check if they are true. \((2+4)(8(2)-16)=0\), and \(((-4)+4)(8(-4)-16)=0\). Since they are both true, your answer is correct.",D,536339a4-bbf6-4803-aeb3-a5a447308527,Alg1_8_4_2_SC
"The equivalent functions below model the height of a projectile in meters, \(t\) seconds after launch.\(h(t)=-8t^2+27t+20\;\;\;\;\;\;\;\;\;\;\;h(t)=(-8t−5)(t−4)\)Without graphing, determine at what time the height of the object is 0 meters (when the object is on the ground).",0 seconds,\(\frac {5}{8}\) seconds,4 seconds,8 seconds,"Incorrect. Let's try again a different way: The projectile does not start on the ground. Set the function in factored form equal to zero and solve. There are two solutions, \(t=- \frac {5}{8}\) and \(t=4\). In this context of time, the solution must be positive. You would not have a negative amount of time. The answer is 4 seconds.","Incorrect. Let's try again a different way: Set the function in factored form equal to zero and solve. There are two solutions, \(t=- \frac {5}{8}\) and \(t=4\). In this context of time, the solution must be positive. You would not have a negative amount of time. The answer is 4 seconds.","That's correct! Check yourself: There are two solutions to the function when it is set equal to 0. Since \(t=- \frac {5}{8}\) is negative, it does not make sense in this context of time. You would not have a negative amount of time. The answer is 4 seconds.","Incorrect. Let's try again a different way: Set the function in factored form equal to zero and solve. There are two solutions, \(t=- \frac {5}{8}\) and \(t=4\). In this context of time, the solution must be positive. You would not have a negative amount of time. The answer is 4 seconds.",C,f134701a-1256-4455-a62b-ab8907c9c643,Alg1_8_4_3_SC
Use graphing technology to determine the number of solutions for the equation \((x+3)(x−6)=−22\). Then find any solutions.,There is one solution. \(x=5.5\),There are two solutions. \(x=-6\) or \(x=3\),There are two solutions. \(x=-3\) or \(x=6\),The equation has no solutions.,Incorrect. Let's try again a different way: Look again at the graph of \(y=(x+3)(x-6)+22\). There are no \(x\)-intercepts. The answer is that there are no solutions.,Incorrect. Let's try again a different way: Look again at the graph of \(y=(x+3)(x-6)+22\). There are no \(x\)-intercepts. The answer is that there are no solutions.,Incorrect. Let's try again a different way: Look again at the graph of \(y=(x+3)(x-6)+22\). There are no \(x\)-intercepts. The answer is that there are no solutions.,That's correct! Check yourself: Look again at the graph of \(y=(x+3)(x-6)+22\). There are no \(x\)-intercepts. This means there are no solutions.,D,2dbe2fc9-107e-4566-b82f-791545575825,Alg1_8_5_2_SC
Solve the equation using any method covered in the lesson.\((x−6)(x+5)=-30.25\),No solutions,\(x=0.5\),\(x=0.5\) and \(x=1.5\),\(x=1.5\),"Incorrect. Let's try again a different way: This equation is best solved by graphing. Graph the equation \(y=(x-6)(x+5)+30.25\). There is one \(x\)-intercept at \((0.5,0)\). The answer is \(x=0.5\).","That's correct! Check yourself: This equation is best solved by graphing. Substitute 0.5 in for \(x\) and check to see if the equation is true. \((0.5-6)(0.5+5)=-30.25\). Since the equation is true, 0.5 is correct","Incorrect. Let's try again a different way: This equation is best solved by graphing. Graph the equation \(y=(x-6)(x+5)+30.25\). There is one \(x\)-intercept at \((0.5,0)\). The answer is \(x=0.5\).","Incorrect. Let's try again a different way: This equation is best solved by graphing. Graph the equation \(y=(x-6)(x+5)+30.25\). There is one \(x\)-intercept at \((0.5,0)\). The answer is \(x=0.5\).",B,78bb3949-218e-4d35-ba45-a9fdef19e3f7,Alg1_8_5_3_SC
